ID,Match,Player,Team,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS,Playtime,PER
BALresults/SrGhS3sB.csvDomingos G.PET,BALresults/SrGhS3sB.csv,Domingos G.,PET,11,1,0,7:27,4,5,1,1,3,4,0,1,3,0,1,0,0,1,0,0,0,7.45,53.75033557
BALresults/SrGhS3sB.csvPedro J.PET,BALresults/SrGhS3sB.csv,Pedro J.,PET,7,4,2,20:27,2,3,2,3,0,0,3,6,0,0,4,1,1,1,1,0,0,20.45,17.75501222
BALresults/SrGhS3sB.csvZahran A.ALA,BALresults/SrGhS3sB.csv,Zahran A.,ALA,5,6,3,19:28,2,8,1,5,1,3,0,0,1,2,4,2,1,0,0,0,0,19.46666667,12.80265411
BALresults/SrGhS3sB.csvGoncalves L.PET,BALresults/SrGhS3sB.csv,Goncalves L.,PET,4,3,3,31:54:00,2,4,2,3,0,1,0,0,-4,1,2,2,0,4,0,0,0,31.9,0.505924765
BALresults/SrGhS3sB.csvHollis D.PET,BALresults/SrGhS3sB.csv,Hollis D.,PET,4,4,1,18:14,1,5,1,3,0,2,2,2,0,2,2,5,0,3,0,1,0,18.23333333,-4.510968921
BALresults/SrGhS3sB.csvMajok A.PET,BALresults/SrGhS3sB.csv,Majok A.,PET,4,3,5,19:33,1,3,1,3,0,0,2,4,1,0,3,1,1,1,0,0,0,19.55,13.36930946
BALresults/SrGhS3sB.csvSaleh E. A.ALA,BALresults/SrGhS3sB.csv,Saleh E. A.,ALA,4,3,3,20:03,2,6,2,4,0,2,0,0,-2,1,2,4,0,3,0,0,0,20.05,-2.129276808
BALresults/SrGhS3sB.csvGakou A.PET,BALresults/SrGhS3sB.csv,Gakou A.,PET,3,4,2,21:10,1,4,0,2,1,2,0,0,1,1,3,1,0,0,0,0,0,21.16666667,7.350614173
BALresults/SrGhS3sB.csvAboelnasr M.ALA,BALresults/SrGhS3sB.csv,Aboelnasr M.,ALA,2,2,1,13:44,1,1,1,1,0,0,0,0,-5,2,0,3,0,0,0,0,0,13.73333333,10.73628641
BALresults/SrGhS3sB.csvOraby O.ALA,BALresults/SrGhS3sB.csv,Oraby O.,ALA,2,2,0,14:11,1,1,1,1,0,0,0,0,-2,0,2,2,1,2,0,0,0,14.18333333,1.909212691
BALresults/SrGhS3sB.csvBastos P.PET,BALresults/SrGhS3sB.csv,Bastos P.,PET,0,1,1,6:06,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,6.1,5.280327869
BALresults/SrGhS3sB.csvEl Gendy A.ALA,BALresults/SrGhS3sB.csv,El Gendy A.,ALA,0,0,0,5:03,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5.05,-3.400792079
BALresults/SrGhS3sB.csvSaid S.ALA,BALresults/SrGhS3sB.csv,Said S.,ALA,0,1,0,6:04,0,3,0,1,0,2,0,0,-6,1,0,0,0,0,0,0,0,6.066666667,-12.91978022
BALresults/tCPIFQc5.csvJones F.CIT,BALresults/tCPIFQc5.csv,Jones F.,CIT,22,5,3,31:41:00,7,15,5,8,2,7,6,6,-15,0,5,3,0,2,0,1,0,31.68333333,21.79960021
BALresults/tCPIFQc5.csvJustice J.CIT,BALresults/tCPIFQc5.csv,Justice J.,CIT,20,8,5,32:01:00,6,17,4,6,2,11,6,6,-10,1,7,1,0,2,0,0,0,32.01666667,20.59895888
BALresults/tCPIFQc5.csvGakou A.PET,BALresults/tCPIFQc5.csv,Gakou A.,PET,16,6,0,18:12,6,13,2,4,4,9,0,0,4,2,4,2,0,0,0,0,0,18.2,30.27571429
BALresults/tCPIFQc5.csvDundao C.PET,BALresults/tCPIFQc5.csv,Dundao C.,PET,11,3,1,18:22,2,9,0,1,2,8,5,6,11,0,3,2,1,0,0,0,0,18.36666667,17.06814882
BALresults/tCPIFQc5.csvHollis D.PET,BALresults/tCPIFQc5.csv,Hollis D.,PET,11,10,0,22:05,3,7,1,3,2,4,3,3,14,1,9,3,0,1,1,1,0,22.08333333,20.39289057
BALresults/tCPIFQc5.csvMorais C.PET,BALresults/tCPIFQc5.csv,Morais C.,PET,11,7,3,25:06:00,4,10,3,5,1,5,2,2,16,3,4,1,2,0,0,0,0,25.1,24.90023904
BALresults/tCPIFQc5.csvOdeke T.CIT,BALresults/tCPIFQc5.csv,Odeke T.,CIT,10,3,1,26:03:00,4,6,2,2,2,4,0,0,-25,2,1,4,0,0,0,0,0,26.05,16.42387716
BALresults/tCPIFQc5.csvDiabate M.PET,BALresults/tCPIFQc5.csv,Diabate M.,PET,9,3,4,23:20,3,5,2,3,1,2,2,2,14,0,3,0,1,2,0,0,0,23.33333333,19.44552857
BALresults/tCPIFQc5.csvGoncalves L.PET,BALresults/tCPIFQc5.csv,Goncalves L.,PET,9,8,4,25:47:00,3,6,2,3,1,3,2,2,0,2,6,2,1,2,0,0,0,25.78333333,19.49678087
BALresults/tCPIFQc5.csvMajok A.PET,BALresults/tCPIFQc5.csv,Majok A.,PET,8,8,5,22:52,2,6,2,5,0,1,4,5,9,3,5,5,0,5,2,1,0,22.86666667,11.80163265
BALresults/tCPIFQc5.csvPedro J.PET,BALresults/tCPIFQc5.csv,Pedro J.,PET,8,1,1,16:51,4,4,4,4,0,0,0,0,9,1,0,1,0,1,1,0,0,16.85,22.88581602
BALresults/tCPIFQc5.csvRoebuck Jr. G.CIT,BALresults/tCPIFQc5.csv,Roebuck Jr. G.,CIT,6,8,2,28:20:00,3,13,3,11,0,2,0,2,-18,1,7,1,3,0,0,3,0,28.33333333,6.411458824
BALresults/tCPIFQc5.csvBuiamba G.PET,BALresults/tCPIFQc5.csv,Buiamba G.,PET,4,3,1,10:42,0,4,0,1,0,3,4,4,11,1,2,0,0,0,1,0,0,10.7,16.17672897
BALresults/tCPIFQc5.csvBarnaba N.CIT,BALresults/tCPIFQc5.csv,Barnaba N.,CIT,3,1,0,12:09,1,1,0,0,1,1,0,0,-2,0,1,5,0,1,0,0,0,12.15,1.037613169
BALresults/tCPIFQc5.csvEnabu J.CIT,BALresults/tCPIFQc5.csv,Enabu J.,CIT,3,2,1,12:23,1,3,0,0,1,3,0,0,3,0,2,0,0,1,0,0,0,12.38333333,5.610847914
BALresults/tCPIFQc5.csvObe S.CIT,BALresults/tCPIFQc5.csv,Obe S.,CIT,3,1,0,10:33,0,1,0,1,0,0,3,4,2,1,0,1,0,0,0,1,0,10.55,9.788625592
BALresults/tCPIFQc5.csvBaale F.CIT,BALresults/tCPIFQc5.csv,Baale F.,CIT,2,2,0,11:31,1,3,1,2,0,1,0,0,-9,1,1,0,1,0,0,0,0,11.51666667,10.01366136
BALresults/tCPIFQc5.csvDomingos G.PET,BALresults/tCPIFQc5.csv,Domingos G.,PET,2,0,0,6:25,1,3,1,2,0,1,0,0,6,0,0,2,0,0,0,0,0,6.416666667,-4.179428571
BALresults/tCPIFQc5.csvGhedi A.CIT,BALresults/tCPIFQc5.csv,Ghedi A.,CIT,1,2,0,11:45,0,5,0,4,0,1,1,2,-2,1,1,4,0,0,2,0,0,11.75,-8.988510638
BALresults/tCPIFQc5.csvOkello J.CIT,BALresults/tCPIFQc5.csv,Okello J.,CIT,1,0,1,19:30,0,3,0,3,0,0,1,2,-9,0,0,2,1,1,0,0,0,19.5,-4.640358974
BALresults/tCPIFQc5.csvBastos P.PET,BALresults/tCPIFQc5.csv,Bastos P.,PET,0,3,0,8:26,0,2,0,1,0,1,0,0,-5,0,3,1,1,1,0,0,0,8.433333333,-6.098774704
BALresults/tCPIFQc5.csvDrileba T.CIT,BALresults/tCPIFQc5.csv,Drileba T.,CIT,0,0,0,4:04,0,1,0,0,0,1,0,0,-5,0,0,1,1,0,0,0,0,4.066666667,-0.606639344
BALresults/tCPIFQc5.csvHendawy S.PET,BALresults/tCPIFQc5.csv,Hendawy S.,PET,0,0,0,1:52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.866666667,0
BALresults/thcX3Tbg.csvCrawford C.DOU,BALresults/thcX3Tbg.csv,Crawford C.,DOU,15,6,4,31:07:00,6,18,5,11,1,7,2,2,-10,1,5,2,1,3,0,1,0,31.11666667,9.638500268
BALresults/thcX3Tbg.csvBoissy J.DOU,BALresults/thcX3Tbg.csv,Boissy J.,DOU,14,7,0,21:23,3,12,1,5,2,7,6,6,0,2,5,4,2,2,0,1,0,21.38333333,17.43521434
BALresults/thcX3Tbg.csvNshobozwabyosenumukiza J.REG,BALresults/thcX3Tbg.csv,Nshobozwabyosenumukiza J.,REG,14,9,3,23:46,5,13,1,2,4,11,0,0,3,4,5,1,1,1,0,0,0,23.76666667,26.93730715
BALresults/thcX3Tbg.csvNdayisaba D.REG,BALresults/thcX3Tbg.csv,Ndayisaba D.,REG,13,3,1,20:55,5,8,2,3,3,5,0,0,13,0,3,1,0,2,0,0,0,20.91666667,20.13136255
BALresults/thcX3Tbg.csvThomas C.REG,BALresults/thcX3Tbg.csv,Thomas C.,REG,12,5,7,33:00:00,4,10,2,5,2,5,2,2,17,0,5,2,1,0,0,1,0,33,19.44021212
BALresults/thcX3Tbg.csvKamka-Chomke U.REG,BALresults/thcX3Tbg.csv,Kamka-Chomke U.,REG,9,6,2,24:25:00,3,7,2,2,1,5,2,3,3,1,5,2,2,4,1,0,0,24.41666667,12.51002048
BALresults/thcX3Tbg.csvGraham D.REG,BALresults/thcX3Tbg.csv,Graham D.,REG,7,5,0,23:38,3,8,3,7,0,1,1,2,22,1,4,3,0,2,1,0,0,23.63333333,2.810691114
BALresults/thcX3Tbg.csvOchereobia M.DOU,BALresults/thcX3Tbg.csv,Ochereobia M.,DOU,7,6,0,17:10,2,3,2,3,0,0,3,4,-5,4,2,0,1,0,1,0,0,17.16666667,31.00980583
BALresults/thcX3Tbg.csvFall S. D.DOU,BALresults/thcX3Tbg.csv,Fall S. D.,DOU,6,2,0,16:15,3,9,3,8,0,1,0,3,-2,1,1,1,0,2,0,0,0,16.25,-6.692553846
BALresults/thcX3Tbg.csvKambuy P.REG,BALresults/thcX3Tbg.csv,Kambuy P.,REG,6,6,0,15:35,3,8,3,7,0,1,0,0,11,1,5,0,1,1,2,0,0,15.58333333,16.22791444
BALresults/thcX3Tbg.csvFiler A.REG,BALresults/thcX3Tbg.csv,Filer A.,REG,5,3,3,26:58:00,2,6,2,5,0,1,1,2,19,0,3,1,2,1,0,0,0,26.96666667,8.406266996
BALresults/thcX3Tbg.csvMaluach K.DOU,BALresults/thcX3Tbg.csv,Maluach K.,DOU,5,7,1,19:15,2,10,1,8,1,2,0,0,-8,6,1,1,1,0,0,0,0,19.25,12.01579221
BALresults/thcX3Tbg.csvNdiaye B.DOU,BALresults/thcX3Tbg.csv,Ndiaye B.,DOU,4,2,1,17:29,1,5,1,2,0,3,2,2,-2,1,1,0,1,1,0,1,0,17.48333333,6.372583413
BALresults/thcX3Tbg.csvHagumintwari S.REG,BALresults/thcX3Tbg.csv,Hagumintwari S.,REG,3,1,3,12:51,1,2,0,0,1,2,0,0,7,0,1,1,0,0,0,0,0,12.85,15.567393
BALresults/thcX3Tbg.csvDiagne M.DOU,BALresults/thcX3Tbg.csv,Diagne M.,DOU,2,8,0,11:04,1,2,1,2,0,0,0,0,-3,1,7,2,0,1,1,0,0,11.06666667,12.63289157
BALresults/thcX3Tbg.csvDiop M.DOU,BALresults/thcX3Tbg.csv,Diop M.,DOU,2,3,0,8:18,1,3,1,3,0,0,0,0,1,2,1,1,0,0,0,0,0,8.3,10.05337349
BALresults/thcX3Tbg.csvDienf M.DOU,BALresults/thcX3Tbg.csv,Dienf M.,DOU,0,1,0,5:01,0,5,0,1,0,4,0,0,-5,0,1,0,0,0,0,0,0,5.016666667,-36.12817276
BALresults/thcX3Tbg.csvHabimana N.REG,BALresults/thcX3Tbg.csv,Habimana N.,REG,0,2,0,4:44,0,0,0,0,0,0,0,0,-8,0,2,1,0,1,0,0,0,4.733333333,-8.800774648
BALresults/thcX3Tbg.csvKamara A. C.DOU,BALresults/thcX3Tbg.csv,Kamara A. C.,DOU,0,0,0,5:26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.433333333,-7.212883436
BALresults/thcX3Tbg.csvNdour A.DOU,BALresults/thcX3Tbg.csv,Ndour A.,DOU,0,3,3,18:19,0,3,0,2,0,1,0,0,-14,1,2,1,1,1,0,0,0,18.31666667,2.06866242
BALresults/thcX3Tbg.csvNiyonkuru P.REG,BALresults/thcX3Tbg.csv,Niyonkuru P.,REG,0,1,0,2:50,0,1,0,0,0,1,0,0,-7,1,0,0,0,2,0,0,0,2.833333333,-38.04494118
BALresults/thcX3Tbg.csvOsei B.DOU,BALresults/thcX3Tbg.csv,Osei B.,DOU,0,2,1,6:38,0,2,0,2,0,0,0,0,-6,1,1,1,0,2,0,1,0,6.633333333,-17.30261307
BALresults/thcX3Tbg.csvPrince M.REG,BALresults/thcX3Tbg.csv,Prince M.,REG,0,0,0,2:03,0,1,0,1,0,0,0,0,-7,0,0,0,0,0,0,1,0,2.05,-19.11707317
BALresults/thcX3Tbg.csvShyaka O.REG,BALresults/thcX3Tbg.csv,Shyaka O.,REG,0,1,1,9:15,0,2,0,1,0,1,0,0,-3,0,1,3,0,0,0,0,0,9.25,-8.704648649
BALresults/thcX3Tbg.csvStoglin T.DOU,BALresults/thcX3Tbg.csv,Stoglin T.,DOU,0,3,5,22:35,0,7,0,4,0,3,0,2,-16,2,1,0,0,2,0,0,0,22.58333333,-6.900398524
BALresults/tOmyXVQi.csvOmot N.ALA,BALresults/tOmyXVQi.csv,Omot N.,ALA,22,3,2,34:12:00,5,14,3,7,2,7,10,11,20,2,1,2,1,4,2,0,0,34.2,19.69283626
BALresults/tOmyXVQi.csvBoissy J.DOU,BALresults/tOmyXVQi.csv,Boissy J.,DOU,20,3,3,32:04:00,5,19,5,11,0,8,10,15,-10,2,1,2,4,3,0,0,0,32.06666667,14.51825364
BALresults/tOmyXVQi.csvDiakhite A.DOU,BALresults/tOmyXVQi.csv,Diakhite A.,DOU,14,4,0,18:17,4,5,4,5,0,0,6,8,-5,1,3,3,1,0,0,0,0,18.28333333,34.51361896
BALresults/tOmyXVQi.csvWebster C.ALA,BALresults/tOmyXVQi.csv,Webster C.,ALA,13,4,2,18:55,5,8,2,2,3,6,0,0,9,1,3,2,0,2,0,0,0,18.91666667,25.25677533
BALresults/tOmyXVQi.csvThompson M.ALA,BALresults/tOmyXVQi.csv,Thompson M.,ALA,10,1,3,24:06:00,3,7,1,2,2,5,2,3,8,0,1,3,0,0,0,0,0,24.1,14.32775934
BALresults/tOmyXVQi.csvCrawford C.DOU,BALresults/tOmyXVQi.csv,Crawford C.,DOU,9,3,0,24:26:00,4,15,3,8,1,7,0,0,-12,0,3,5,1,2,0,0,0,24.43333333,-5.375402456
BALresults/tOmyXVQi.csvSaleh E. A.ALA,BALresults/tOmyXVQi.csv,Saleh E. A.,ALA,9,8,3,28:01:00,3,11,2,6,1,5,2,4,23,0,8,4,2,3,0,0,0,28.01666667,5.302879239
BALresults/tOmyXVQi.csvFakuade M.ALA,BALresults/tOmyXVQi.csv,Fakuade M.,ALA,7,11,3,26:23:00,3,8,3,5,0,3,1,2,8,3,8,1,0,3,1,0,0,26.38333333,10.92037903
BALresults/tOmyXVQi.csvFall S. D.DOU,BALresults/tOmyXVQi.csv,Fall S. D.,DOU,6,4,0,22:57,3,12,3,8,0,4,0,0,-4,2,2,4,3,0,0,0,0,22.95,4.610413943
BALresults/tOmyXVQi.csvZahran A.ALA,BALresults/tOmyXVQi.csv,Zahran A.,ALA,6,3,0,14:10,2,6,1,3,1,3,1,2,2,2,1,2,1,1,0,0,0,14.16666667,10.75129412
BALresults/tOmyXVQi.csvOraby O.ALA,BALresults/tOmyXVQi.csv,Oraby O.,ALA,5,7,0,13:15,2,3,2,3,0,0,1,2,-1,3,4,3,0,2,1,0,0,13.25,16.27592453
BALresults/tOmyXVQi.csvIsmail A.ALA,BALresults/tOmyXVQi.csv,Ismail A.,ALA,4,5,1,14:11,2,2,2,2,0,0,0,0,1,2,3,2,1,1,0,0,0,14.18333333,20.77438308
BALresults/tOmyXVQi.csvMaguet Diop P.DOU,BALresults/tOmyXVQi.csv,Maguet Diop P.,DOU,4,2,0,8:20,1,1,1,1,0,0,2,4,2,2,0,2,1,0,0,0,0,8.333333333,28.48164
BALresults/tOmyXVQi.csvOchereobia M.DOU,BALresults/tOmyXVQi.csv,Ochereobia M.,DOU,4,9,0,17:37,1,3,1,3,0,0,2,2,-15,5,4,2,0,0,0,0,0,17.61666667,18.25827815
BALresults/tOmyXVQi.csvDiagne M.DOU,BALresults/tOmyXVQi.csv,Diagne M.,DOU,3,4,0,7:30,1,2,1,2,0,0,1,2,4,3,1,0,0,0,0,0,0,7.5,27.43346667
BALresults/tOmyXVQi.csvDienf M.DOU,BALresults/tOmyXVQi.csv,Dienf M.,DOU,3,1,0,6:55,1,5,0,0,1,5,0,0,-3,1,0,0,0,0,0,0,0,6.916666667,2.905590361
BALresults/tOmyXVQi.csvEl Gendy A.ALA,BALresults/tOmyXVQi.csv,El Gendy A.,ALA,2,1,0,4:17,0,2,0,1,0,1,2,2,0,0,1,1,0,1,0,0,0,4.283333333,-9.58459144
BALresults/tOmyXVQi.csvMaluach K.DOU,BALresults/tOmyXVQi.csv,Maluach K.,DOU,2,4,0,12:14,1,5,1,3,0,2,0,0,-6,0,4,4,0,2,1,0,0,12.23333333,-12.20615804
BALresults/tOmyXVQi.csvSaid S.ALA,BALresults/tOmyXVQi.csv,Said S.,ALA,2,5,4,12:34,1,2,1,2,0,0,0,0,16,3,2,4,0,2,0,0,0,12.56666667,12.40758621
BALresults/tOmyXVQi.csvAzab O.ALA,BALresults/tOmyXVQi.csv,Azab O.,ALA,0,0,0,3:53,0,0,0,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,3.883333333,-4.42248927
BALresults/tOmyXVQi.csvBryan-Amaning M.DOU,BALresults/tOmyXVQi.csv,Bryan-Amaning M.,DOU,0,3,3,14:36,0,4,0,3,0,1,0,2,-11,1,2,2,3,3,0,0,0,14.6,-4.017465753
BALresults/tOmyXVQi.csvCamara D.ALA,BALresults/tOmyXVQi.csv,Camara D.,ALA,0,1,0,1:36,0,2,0,0,0,2,0,0,-5,0,1,1,0,1,0,0,0,1.6,-84.215
BALresults/tOmyXVQi.csvDiop M.DOU,BALresults/tOmyXVQi.csv,Diop M.,DOU,0,2,0,7:03,0,2,0,1,0,1,0,0,-13,1,1,0,0,0,0,0,0,7.05,-3.472765957
BALresults/tOmyXVQi.csvNdiaye B.DOU,BALresults/tOmyXVQi.csv,Ndiaye B.,DOU,0,1,1,5:00,0,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,5,-1.396
BALresults/tOmyXVQi.csvNdour A.DOU,BALresults/tOmyXVQi.csv,Ndour A.,DOU,0,3,5,23:00,0,2,0,0,0,2,0,0,-7,0,3,0,0,2,0,0,0,23,1.36226087
BALresults/tSDtV5ch.csvMiller D.SLA,BALresults/tSDtV5ch.csv,Miller D.,SLA,24,5,6,37:39:00,10,20,10,16,0,4,4,7,-14,0,5,3,4,3,1,3,0,37.65,24.36836653
BALresults/tSDtV5ch.csvNwabuzor M.SLA,BALresults/tSDtV5ch.csv,Nwabuzor M.,SLA,23,3,2,38:14:00,6,9,3,6,3,3,8,9,-21,0,3,4,0,2,0,1,0,38.23333333,22.09629468
BALresults/tSDtV5ch.csvMajok A.PET,BALresults/tSDtV5ch.csv,Majok A.,PET,15,7,2,25:36:00,6,10,6,10,0,0,3,4,12,3,4,4,1,3,2,1,0,25.6,24.48382813
BALresults/tSDtV5ch.csvConde I.SLA,BALresults/tSDtV5ch.csv,Conde I.,SLA,14,10,2,38:48:00,7,9,7,9,0,0,0,0,-15,2,8,4,3,3,1,0,0,38.8,19.55860825
BALresults/tSDtV5ch.csvMorais C.PET,BALresults/tSDtV5ch.csv,Morais C.,PET,14,3,4,20:44,4,8,0,0,4,8,2,2,23,0,3,3,0,2,0,0,0,20.73333333,24.65165595
BALresults/tSDtV5ch.csvDundao C.PET,BALresults/tSDtV5ch.csv,Dundao C.,PET,12,3,2,18:05,5,9,3,6,2,3,0,0,7,0,3,1,0,1,0,0,0,18.08333333,23.15435945
BALresults/tSDtV5ch.csvPedro J.PET,BALresults/tSDtV5ch.csv,Pedro J.,PET,12,7,0,14:24,5,6,5,6,0,0,2,2,5,3,4,0,0,0,1,0,0,14.4,48.58597222
BALresults/tSDtV5ch.csvHollis D.PET,BALresults/tSDtV5ch.csv,Hollis D.,PET,11,10,1,24:36:00,4,10,2,8,2,2,1,1,11,4,6,4,1,4,0,1,0,24.6,12.52646341
BALresults/tSDtV5ch.csvIroegbu U.SLA,BALresults/tSDtV5ch.csv,Iroegbu U.,SLA,11,4,7,34:52:00,5,19,5,13,0,6,1,2,-19,2,2,2,3,5,0,0,0,34.86666667,3.327963671
BALresults/tSDtV5ch.csvGoncalves L.PET,BALresults/tSDtV5ch.csv,Goncalves L.,PET,8,1,4,22:55,3,6,3,5,0,1,2,4,6,1,0,1,0,2,0,0,0,22.91666667,10.76064
BALresults/tSDtV5ch.csvDiabate M.PET,BALresults/tSDtV5ch.csv,Diabate M.,PET,7,2,7,19:19,2,3,1,2,1,1,2,2,13,0,2,1,2,1,0,0,0,19.31666667,30.38583261
BALresults/tSDtV5ch.csvGakou A.PET,BALresults/tSDtV5ch.csv,Gakou A.,PET,5,1,1,15:24,1,3,1,2,0,1,3,4,6,1,0,5,1,3,1,0,0,15.4,3.075779221
BALresults/tSDtV5ch.csvBuiamba G.PET,BALresults/tSDtV5ch.csv,Buiamba G.,PET,4,2,0,16:59,2,6,2,4,0,2,0,0,14,1,1,0,2,1,0,0,0,16.98333333,7.233797841
BALresults/tSDtV5ch.csvFofana I.SLA,BALresults/tSDtV5ch.csv,Fofana I.,SLA,4,3,3,27:46:00,2,7,2,5,0,2,0,0,-17,1,2,2,1,1,0,0,0,27.76666667,4.111296519
BALresults/tSDtV5ch.csvBastos P.PET,BALresults/tSDtV5ch.csv,Bastos P.,PET,3,1,1,7:50,1,3,0,0,1,3,0,0,-5,0,1,0,0,0,0,0,0,7.833333333,13.87289362
BALresults/tSDtV5ch.csvDomingos G.PET,BALresults/tSDtV5ch.csv,Domingos G.,PET,3,2,0,12:50,1,3,0,0,1,3,0,1,-4,0,2,0,0,1,0,0,0,12.83333333,1.146467532
BALresults/tSDtV5ch.csvDoumbouya I.SLA,BALresults/tSDtV5ch.csv,Doumbouya I.,SLA,2,0,0,3:33,1,1,1,1,0,0,0,0,-5,0,0,1,0,0,0,0,0,3.55,19.36225352
BALresults/tSDtV5ch.csvHendawy S.PET,BALresults/tSDtV5ch.csv,Hendawy S.,PET,1,1,0,1:18,0,1,0,1,0,0,1,2,-3,1,0,0,0,0,0,0,0,1.3,20.58
BALresults/tSDtV5ch.csvMara M.SLA,BALresults/tSDtV5ch.csv,Mara M.,SLA,0,4,0,19:08,0,1,0,0,0,1,0,0,6,1,3,4,3,0,0,0,0,19.13333333,7.166341463
BALresults/vya5uDN9.csvAbada O.ABI,BALresults/vya5uDN9.csv,Abada O.,ABI,21,2,8,33:10:00,7,13,7,11,0,2,7,8,-7,0,2,3,2,1,0,0,0,33.16666667,29.646
BALresults/vya5uDN9.csvMorais C.PET,BALresults/vya5uDN9.csv,Morais C.,PET,18,2,3,35:10:00,6,12,2,7,4,5,2,2,10,0,2,4,0,2,0,0,0,35.16666667,15.29837915
BALresults/vya5uDN9.csvDundao C.PET,BALresults/vya5uDN9.csv,Dundao C.,PET,15,5,3,33:35:00,5,11,2,5,3,6,2,6,12,1,4,2,3,3,0,0,0,33.58333333,15.8027196
BALresults/vya5uDN9.csvHollis D.PET,BALresults/vya5uDN9.csv,Hollis D.,PET,14,9,1,24:56:00,6,10,5,7,1,3,1,2,-2,4,5,2,0,2,0,0,0,24.93333333,22.46153743
BALresults/vya5uDN9.csvDiabate M.PET,BALresults/vya5uDN9.csv,Diabate M.,PET,13,5,5,25:38:00,4,9,3,4,1,5,4,4,-1,1,4,2,1,2,0,0,0,25.63333333,22.23608583
BALresults/vya5uDN9.csvKonate S.ABI,BALresults/vya5uDN9.csv,Konate S.,ABI,13,4,1,25:03:00,3,7,1,2,2,5,5,7,-1,1,3,1,0,2,0,0,0,25.05,15.63061876
BALresults/vya5uDN9.csvPedro J.PET,BALresults/vya5uDN9.csv,Pedro J.,PET,12,8,1,18:26,4,6,4,6,0,0,4,4,13,1,7,1,0,0,0,0,0,18.43333333,33.2160217
BALresults/vya5uDN9.csvHarouna A.ABI,BALresults/vya5uDN9.csv,Harouna A.,ABI,10,7,3,35:03:00,2,14,0,4,2,10,4,6,-10,2,5,3,3,4,0,0,0,35.05,2.93235378
BALresults/vya5uDN9.csvFofana M.ABI,BALresults/vya5uDN9.csv,Fofana M.,ABI,9,1,1,24:52:00,4,8,3,6,1,2,0,0,-2,1,0,2,0,0,0,0,0,24.86666667,11.18589812
BALresults/vya5uDN9.csvOngwae T.ABI,BALresults/vya5uDN9.csv,Ongwae T.,ABI,7,5,4,31:47:00,3,10,2,4,1,6,0,0,-7,4,1,3,1,1,0,0,0,31.78333333,9.24415312
BALresults/vya5uDN9.csvGoncalves L.PET,BALresults/vya5uDN9.csv,Goncalves L.,PET,6,2,3,14:28,3,6,3,5,0,1,0,0,6,0,2,3,0,2,0,0,0,14.46666667,7.90016129
BALresults/vya5uDN9.csvKone M.ABI,BALresults/vya5uDN9.csv,Kone M.,ABI,6,7,0,13:08,3,6,3,6,0,0,0,2,0,4,3,3,0,0,1,0,0,13.13333333,21.96906091
BALresults/vya5uDN9.csvMajok A.PET,BALresults/vya5uDN9.csv,Majok A.,PET,6,5,2,21:34,3,7,3,7,0,0,0,0,-9,4,1,2,0,2,5,0,0,21.56666667,18.34307573
BALresults/vya5uDN9.csvBuiamba G.PET,BALresults/vya5uDN9.csv,Buiamba G.,PET,2,1,0,4:44,1,2,1,1,0,1,0,0,-7,1,0,0,0,0,0,0,0,4.733333333,18.15
BALresults/vya5uDN9.csvGakou A.PET,BALresults/vya5uDN9.csv,Gakou A.,PET,2,2,0,15:04,1,3,1,1,0,2,0,0,6,1,1,2,0,2,1,0,0,15.06666667,-2.756084071
BALresults/vya5uDN9.csvKone F.ABI,BALresults/vya5uDN9.csv,Kone F.,ABI,2,0,1,6:50,1,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,6.833333333,9.759512195
BALresults/vya5uDN9.csvKra U.ABI,BALresults/vya5uDN9.csv,Kra U.,ABI,2,0,0,3:15,1,1,1,1,0,0,0,0,8,0,0,1,0,0,0,0,0,3.25,21.14953846
BALresults/vya5uDN9.csvDomingos G.PET,BALresults/vya5uDN9.csv,Domingos G.,PET,0,2,2,6:25,0,2,0,1,0,1,0,0,-8,1,1,2,0,0,0,0,0,6.416666667,1.639948052
BALresults/W0IVCOsO.csvPerry W.FER,BALresults/W0IVCOsO.csv,Perry W.,FER,41,4,8,40:00:00,11,18,2,4,9,14,10,10,12,1,3,4,3,2,0,0,0,40,48.771775
BALresults/W0IVCOsO.csvMiller D.SLA,BALresults/W0IVCOsO.csv,Miller D.,SLA,30,8,4,40:00:00,10,15,9,12,1,3,9,10,-12,4,4,3,3,2,4,0,0,40,40.7463
BALresults/W0IVCOsO.csvIroegbu U.SLA,BALresults/W0IVCOsO.csv,Iroegbu U.,SLA,29,7,5,39:00:00,11,22,6,10,5,12,2,3,-15,0,7,4,0,3,0,2,0,39,22.87823077
BALresults/W0IVCOsO.csvYoung N.FER,BALresults/W0IVCOsO.csv,Young N.,FER,26,5,3,33:54:00,11,13,11,13,0,0,4,9,18,1,4,4,3,1,0,1,0,33.9,35.2419469
